1  , 982.794 , 74.1287 , 44.3198
2  , 992.564 , 71.1911 , 45.2921
3  , 983.174 , 62.8803 , 39.2102
4  , 983.958 , 72.9869 , 47.3747
5  , 993.879 , 57.917 , 37.6293
6  , 997.135 , 58.4908 , 37.0408
7  , 996.748 , 50.1453 , 30.933
8  , 996.877 , 60.4407 , 38.4217
9  , 988.306 , 72.9784 , 41.6292
10  , 967.452 , 72.8819 , 42.4981
11  , 974.689 , 73.1185 , 41.1794
12  , 967.21 , 63.3809 , 34.2795
13  , 956.245 , 77.2711 , 43.9935
14  , 982.604 , 144.501 , 81.5209
15  , 998.133 , 143.595 , 83.6016
16  , 997.775 , 98.6253 , 61.5702
17  , 989.928 , 76.6329 , 47.1944
18  , 974.631 , 69.4536 , 40.944
19  , 969.209 , 57.4881 , 32.8095
20  , 954.879 , 67.8871 , 38.6357
21  , 955.951 , 74.3307 , 42.7571
22  , 1006.913 , 170.573 , 102.029
23  , 993.215 , 169.745 , 100.573
24  , 1016.858 , 157.362 , 95.4987
25  , 1023.584 , 121.313 , 74.3817
26  , 1020.606 , 89.683 , 55.1306
27  , 1006.055 , 81.3994 , 48.1773
28  , 1025.633 , 98.8609 , 60.5239
29  , 1046.744 , 179.378 , 109.228
30  , 1043.944 , 186.969 , 112.319
31  , 1045.46 , 146.818 , 89.9375
32  , 1046.761 , 181.7 , 114.9
33  , 1039.989 , 129.71 , 81.901
34  , 1035.934 , 99.6209 , 62.8879
35  , 1021.32 , 142.251 , 89.7131
36  , 1027.71 , 92.0309 , 55.8281
37  , 1023.667 , 81.7364 , 53.8387
38  , 1029.871 , 79.3295 , 53.1647
39  , 1048.987 , 142.958 , 98.5127
40  , 1046.544 , 153.275 , 98.7762
41  , 1022.413 , 132.96 , 83.8055
42  , 1027.429 , 114.764 , 76.5456
43  , 1031.026 , 144.661 , 102.294
44  , 1013.523 , 120.075 , 80.9121
45  , 1003.065 , 106.228 , 71.5375
46  , 992.863 , 99.6901 , 65.3506
47  , 978.665 , 96.5206 , 63.1499
48  , 981.893 , 72.5256 , 45.9452
49  , 964.024 , 113.757 , 69.5531
50  , 959.01 , 109.301 , 70.9206
51  , 964.801 , 92.6071 , 64.4664
52  , 962.955 , 71.0732 , 42.5813
53  , 960.696 , 66.6925 , 41.4166
54  , 955.19 , 75.7738 , 48.4215
55  , 937.034 , 89.5016 , 54.5938
56  , 942.203 , 78.5945 , 45.5532
57  , 978.145 , 163.475 , 101.094
58  , 962.168 , 114.351 , 72.965
59  , 955.598 , 95.3454 , 60.6951
60  , 973.668 , 142.824 , 97.2766
61  , 984.733 , 207.542 , 132.606
62  , 1003.445 , 147.625 , 91.5135
63  , 995.421 , 159.361 , 104.362
64  , 978.697 , 102.262 , 64.7956
65  , 1000.9 , 160.717 , 100.296
66  , 986.975 , 129.457 , 78.1342
67  , 974.082 , 104.09 , 65.4168
68  , 963.772 , 85.984 , 53.2914
69  , 965.886 , 92.1262 , 57.6891
70  , 950.867 , 88.5071 , 53
71  , 943.981 , 99.4614 , 61.4065
72  , 939.101 , 106.919 , 63.7355
73  , 930.07 , 114.705 , 66.673
74  , 937.083 , 116.905 , 70.2937
75  , 926.604 , 107.806 , 64.3285
76  , 942.073 , 143.435 , 83.1581
77  , 932.395 , 112.354 , 68.5319
78  , 909.174 , 85.2912 , 48.897
79  , 913.076 , 104.943 , 59.6091
80  , 901.851 , 90.4205 , 51.2833
81  , 885.82 , 102.287 , 61.0733
82  , 887.543 , 112.449 , 62.2842
83  , 875.271 , 82.2429 , 46.3009
84  , 881.462 , 87.7227 , 46.352
85  , 883.196 , 78.7861 , 46.1541
86  , 884.171 , 81.4958 , 42.6347
87  , 882.763 , 72.2668 , 38.3548
88  , 863.341 , 72.798 , 37.2579
89  , 868.456 , 92.0693 , 47.7797
90  , 868.451 , 72.3856 , 37.4217
91  , 857.331 , 66.2279 , 34.7005
92  , 849.508 , 77.4998 , 42.4068
93  , 855.612 , 69.7158 , 37.1212
94  , 855.946 , 70.4782 , 36.0101
95  , 837.532 , 79.023 , 42.7407
96  , 818.379 , 95.0866 , 52.2079
97  , 818.033 , 79.3606 , 41.6475
98  , 838.997 , 90.0918 , 46.8501
99  , 837.282 , 130.671 , 72.4858
100  , 905.773 , 329.078 , 174.145
101  , 912.604 , 331.418 , 177.824
102  , 894.556 , 223.915 , 120.068
103  , 892.959 , 156.28 , 79.4406
104  , 883.537 , 143.436 , 76.9207
105  , 866.834 , 114.541 , 62.7231
106  , 879.237 , 110.497 , 61.1527
107  , 880.345 , 149.63 , 82.8546
108  , 906.255 , 189.921 , 102.909
109  , 896.166 , 127.748 , 68.9094
110  , 900.646 , 104.781 , 58.824
111  , 893.572 , 95.0931 , 54.6503
112  , 898.301 , 89.1874 , 47.3219
113  , 916.043 , 165.454 , 89.0349
114  , 903.716 , 104.022 , 55.361
115  , 898.898 , 108.067 , 57.52
116  , 878.686 , 108.555 , 55.9795
117  , 859.494 , 100.946 , 50.8673
118  , 855.932 , 88.4028 , 40.261
119  , 849.679 , 79.9269 , 45.2967
120  , 842.556 , 68.9831 , 36.2727
121  , 844.729 , 59.6247 , 29.0183
122  , 829.489 , 72.21 , 34.4779
123  , 824.097 , 84.3901 , 40.9265
124  , 851.816 , 149.899 , 75.1925
125  , 846.231 , 93.9884 , 46.7402
126  , 849.59 , 93.6197 , 47.4256
127  , 841.001 , 88.8956 , 42.0394
128  , 832.995 , 85.0001 , 37.6775
129  , 835.608 , 78.9182 , 36.2292
130  , 842.641 , 85.2647 , 39.5344
131  , 843.987 , 83.661 , 41.185
132  , 859.693 , 216.251 , 101.99
133  , 856.86 , 118.161 , 57.6239
134  , 876.48 , 218.268 , 105.136
135  , 894.012 , 204.095 , 96.8811
136  , 890.885 , 206.225 , 103.264
137  , 888.164 , 133.974 , 64.0906
138  , 891.607 , 118.083 , 54.5158
139  , 903.598 , 142.925 , 64.4196
140  , 909.57 , 257.863 , 119.118
141  , 904.15 , 145.193 , 66.8269
142  , 923.803 , 191.238 , 95.8569
143  , 927.471 , 216.089 , 111.358
144  , 933.089 , 195.329 , 97.0454
145  , 940.37 , 215.158 , 102.149
146  , 953.992 , 270.737 , 140.421
147  , 938.316 , 291.681 , 144.576
148  , 954.502 , 204.308 , 105.035
149  , 945.058 , 238.618 , 126.061
150  , 953.012 , 214.578 , 109.105
151  , 920.671 , 318.553 , 159.164
152  , 923.038 , 222.427 , 108.815
153  , 931.673 , 160.31 , 77.4584
154  , 923.414 , 154.065 , 75.0882
155  , 930.651 , 159.597 , 77.3651
156  , 930.118 , 162.921 , 76.0486
157  , 928.258 , 154.298 , 71.862
158  , 917.371 , 154.623 , 71.3771
159  , 914.88 , 124.382 , 58.5844
160  , 927.916 , 146.236 , 70.3428
161  , 944.559 , 223.064 , 105.587
162  , 947.871 , 186.144 , 88.6477
163  , 952.717 , 178.433 , 82.4223
164  , 936.61 , 212.223 , 105.84
165  , 952.758 , 196.085 , 99.5681
166  , 955.282 , 224.244 , 117.533
167  , 949.065 , 162.193 , 79.2419
168  , 949.506 , 116.726 , 56.1013
169  , 963.774 , 165.794 , 79.9903
170  , 970.193 , 199.583 , 99.4263
171  , 969.598 , 163.777 , 80.9816
172  , 967.495 , 139.786 , 69.8933
173  , 971.136 , 147.374 , 74.2748
174  , 961.919 , 186.366 , 91.8944
175  , 944.408 , 185.419 , 87.6046
176  , 923.274 , 181.155 , 86.2559
177  , 916.154 , 115.476 , 55.4988
178  , 918.485 , 88.3624 , 43.9843
179  , 904.214 , 110.861 , 55.761
180  , 903.719 , 88.5031 , 43.3148
181  , 915.975 , 119.39 , 57.9824
182  , 917.392 , 90.0143 , 45.2947
183  , 907.321 , 71.5845 , 36.6562
184  , 919.72 , 77.5829 , 40.3254
185  , 923.485 , 122.089 , 66.5323
186  , 916.499 , 108.289 , 60.2181
187  , 904.828 , 101.239 , 55.6805
188  , 897.623 , 105.525 , 55.1648
189  , 902.366 , 113.663 , 58.5
190  , 898.744 , 110.33 , 54.741
191  , 899.915 , 126.087 , 60.8255
192  , 904.414 , 113.646 , 56.451
193  , 906.652 , 92.1898 , 46.7478
194  , 894.272 , 112.134 , 56.871
195  , 875.82 , 121.671 , 59.118
196  , 875.849 , 119.086 , 58.8185
197  , 867.729 , 119.734 , 55.6527
198  , 876.282 , 104.437 , 49.548
199  , 872.865 , 100.827 , 47.6251
200  , 882.478 , 131.05 , 61.1539
201  , 874.575 , 121.792 , 58.4319
202  , 878.361 , 95.6731 , 45.7024
203  , 877.278 , 77.1326 , 37.5829
204  , 881.524 , 101.288 , 46.1726
205  , 879.252 , 117.744 , 55.4478
206  , 862.968 , 108.538 , 50.716
207  , 864.79 , 92.1972 , 42.2148
208  , 862.149 , 62.7167 , 29.2432
209  , 856.635 , 82.5248 , 41.5874
210  , 863.119 , 90.6614 , 41.8538
211  , 862.658 , 88.1164 , 41.2049
212  , 882.241 , 175.978 , 83.5393
213  , 883.871 , 102.6 , 48.9725
214  , 869.617 , 105.972 , 45.006
215  , 876.229 , 99.1692 , 39.4407
216  , 881.493 , 146.29 , 61.0243
217  , 884.105 , 130.035 , 51.2795
218  , 880.167 , 97.3974 , 42.391
219  , 871.31 , 84.1499 , 35.9736
220  , 873.825 , 80.4074 , 36.7685
221  , 873.067 , 70.6924 , 33.557
222  , 869.936 , 84.9202 , 39.3721
223  , 859.61 , 102.869 , 46.0655
224  , 866.075 , 103.035 , 47.3713
225  , 873.838 , 98.4296 , 43.6878
226  , 874.056 , 102.592 , 50.1881
227  , 887.358 , 127.195 , 57.9309
228  , 888.518 , 106.993 , 50.8226
229  , 889.101 , 105.472 , 51.4822
230  , 898.153 , 138.684 , 67.5724
231  , 896.434 , 162.598 , 74.9812
232  , 902.561 , 114.521 , 54.1847
233  , 902.91 , 99.3633 , 43.8056
234  , 907.318 , 102.947 , 46.6576
235  , 903.144 , 102.74 , 48.9286
236  , 908.754 , 89.4703 , 44.4138
237  , 915.89 , 119.07 , 57.9905
238  , 922.378 , 153.427 , 75.0178
239  , 919.36 , 120.504 , 56.4064
240  , 920.919 , 121.31 , 57.3126
241  , 932.031 , 172.55 , 87.9804
242  , 923.451 , 156.003 , 85.1798
243  , 941.428 , 211.269 , 114.426
